Strategy,Params,Hold,Trades,PnL,WinRate%,ProfitFactor,AvgRet%,MaxDD%,Sharpe,CAGR%
breakout,{'lookback': 15},5,38,3083.4,34.2,1.01,0.27,-60.57,0.04,1.77
breakout,{'lookback': 15},7,33,-84890.97,24.2,0.78,-10.41,-134.27,-1.46,-66.6
breakout,{'lookback': 15},10,28,-270735.05,21.4,0.31,-38.89,-299.84,-8.13,0.0
donchian,{'lookback': 15},1,43,-92363.63,34.9,0.48,-8.63,-92.93,-4.58,-77.58
donchian,{'lookback': 15},2,40,-132834.56,22.5,0.48,-13.32,-132.54,-4.28,0.0
donchian,{'lookback': 15},3,35,-61162.24,25.7,0.75,-7.0,-80.96,-1.63,-42.19
donchian,{'lookback': 15},5,32,-194870.01,25.0,0.35,-24.45,-221.72,-7.07,0.0
donchian,{'lookback': 15},7,29,-292424.84,10.3,0.21,-40.51,-350.38,-9.91,0.0
donchian,{'lookback': 15},10,26,-330776.28,11.5,0.19,-51.11,-401.71,-11.6,0.0
momentum_roc,"{'n': 15, 'thresh': 1.0}",1,116,-89183.79,38.8,0.83,-3.08,-150.05,-1.09,-72.21
momentum_roc,"{'n': 15, 'thresh': 1.0}",2,93,-176970.69,33.3,0.69,-7.63,-145.75,-2.33,0.0
momentum_roc,"{'n': 15, 'thresh': 1.0}",3,74,-141804.8,35.1,0.71,-7.69,-173.48,-2.24,0.0
momentum_roc,"{'n': 15, 'thresh': 1.0}",5,55,-146132.49,23.6,0.73,-10.6,-153.51,-1.79,0.0
momentum_roc,"{'n': 15, 'thresh': 1.0}",7,44,-170332.45,29.5,0.63,-15.6,-156.26,-2.85,0.0
momentum_roc,"{'n': 15, 'thresh': 1.0}",10,34,-159795.13,23.5,0.64,-18.92,-141.94,-3.0,0.0
momentum_roc,"{'n': 15, 'thresh': 1.5}",1,99,26493.04,40.4,1.06,1.08,-53.34,0.29,14.49
momentum_roc,"{'n': 15, 'thresh': 1.5}",2,75,1058.81,32.0,1.0,0.08,-60.75,-0.01,0.61
momentum_roc,"{'n': 15, 'thresh': 1.5}",3,63,-240776.71,27.0,0.52,-15.35,-227.32,-4.17,0.0
momentum_roc,"{'n': 15, 'thresh': 1.5}",5,49,-102302.39,26.5,0.8,-8.33,-152.72,-1.24,0.0
momentum_roc,"{'n': 15, 'thresh': 1.5}",7,40,-72387.34,30.0,0.83,-7.24,-83.23,-1.03,-52.33
momentum_roc,"{'n': 15, 'thresh': 1.5}",10,29,-94186.77,27.6,0.71,-13.15,-106.88,-2.05,-80.56
momentum_roc,"{'n': 15, 'thresh': 2.0}",1,85,-56305.82,37.6,0.85,-2.66,-73.02,-0.97,-37.91
momentum_roc,"{'n': 15, 'thresh': 2.0}",2,66,-98027.48,30.3,0.74,-5.98,-98.92,-1.93,-89.6
momentum_roc,"{'n': 15, 'thresh': 2.0}",3,55,-71907.42,30.9,0.79,-5.23,-140.61,-1.43,-51.86
momentum_roc,"{'n': 15, 'thresh': 2.0}",5,42,-109368.01,26.2,0.74,-10.43,-164.18,-1.65,0.0
momentum_roc,"{'n': 15, 'thresh': 2.0}",7,36,-72272.75,33.3,0.78,-8.08,-81.15,-1.57,-52.22
momentum_roc,"{'n': 15, 'thresh': 2.0}",10,28,-188607.33,25.0,0.44,-27.16,-210.29,-5.35,0.0
momentum_roc,"{'n': 15, 'thresh': 2.5}",1,61,-43048.98,36.1,0.86,-2.84,-64.25,-0.94,-28.84
momentum_roc,"{'n': 15, 'thresh': 2.5}",2,49,20799.1,40.8,1.09,1.67,-51.92,0.51,12.08
momentum_roc,"{'n': 15, 'thresh': 2.5}",3,42,32946.21,38.1,1.15,3.17,-92.17,0.77,18.85
momentum_roc,"{'n': 15, 'thresh': 2.5}",5,36,-46017.63,36.1,0.85,-5.17,-74.52,-1.03,-31.02
momentum_roc,"{'n': 15, 'thresh': 2.5}",7,29,20339.92,27.6,1.08,2.77,-63.48,0.4,11.68
momentum_roc,"{'n': 15, 'thresh': 2.5}",10,23,-261019.33,17.4,0.23,-45.77,-300.42,-11.08,0.0
momentum_roc,"{'n': 15, 'thresh': 3.0}",1,50,-118732.8,32.0,0.53,-9.56,-151.86,-3.98,0.0
momentum_roc,"{'n': 15, 'thresh': 3.0}",2,41,-72728.11,31.7,0.69,-7.16,-96.12,-2.32,-54.52
momentum_roc,"{'n': 15, 'thresh': 3.0}",3,35,41825.17,34.3,1.2,4.83,-82.03,1.03,23.73
momentum_roc,"{'n': 15, 'thresh': 3.0}",5,29,-71455.75,31.0,0.66,-9.94,-98.96,-2.66,-53.18
momentum_roc,"{'n': 15, 'thresh': 3.0}",7,23,-72481.58,21.7,0.69,-12.68,-142.66,-1.88,-53.85
momentum_roc,"{'n': 15, 'thresh': 3.0}",10,20,-212241.54,10.0,0.32,-42.73,-201.47,-7.78,0.0
breakout,{'lookback': 18},1,56,-9476.02,32.1,0.96,-0.66,-67.41,-0.26,-5.61
breakout,{'lookback': 18},2,50,-148316.46,26.0,0.53,-11.9,-148.35,-4.18,0.0
breakout,{'lookback': 18},3,44,-120226.16,29.5,0.65,-10.98,-144.57,-2.61,0.0
breakout,{'lookback': 18},5,36,-24215.16,33.3,0.92,-2.68,-82.54,-0.53,-14.91
breakout,{'lookback': 18},7,32,-234523.87,18.8,0.39,-29.5,-275.04,-6.27,0.0
breakout,{'lookback': 18},10,27,-302092.12,18.5,0.26,-44.97,-364.21,-9.49,0.0
donchian,{'lookback': 18},1,38,-62267.81,34.2,0.61,-6.55,-56.1,-2.99,-43.2
donchian,{'lookback': 18},2,36,-107623.43,25.0,0.53,-11.97,-109.15,-3.88,0.0
donchian,{'lookback': 18},3,32,-40632.05,28.1,0.81,-5.08,-57.64,-1.22,-26.04
donchian,{'lookback': 18},5,28,-144994.79,28.6,0.42,-20.75,-157.73,-6.06,0.0
donchian,{'lookback': 18},7,26,-252849.1,11.5,0.24,-39.1,-298.89,-9.19,0.0
donchian,{'lookback': 18},10,22,-261530.03,13.6,0.23,-47.8,-311.18,-10.0,0.0
momentum_roc,"{'n': 18, 'thresh': 1.0}",1,113,-1690.45,46.0,1.0,-0.06,-93.8,-0.06,-0.98
momentum_roc,"{'n': 18, 'thresh': 1.0}",2,88,-196229.09,27.3,0.62,-8.92,-215.48,-3.03,0.0
momentum_roc,"{'n': 18, 'thresh': 1.0}",3,74,-77090.45,33.8,0.85,-4.2,-89.28,-1.01,-57.36
momentum_roc,"{'n': 18, 'thresh': 1.0}",5,54,-157720.74,31.5,0.69,-11.72,-174.05,-2.47,0.0
momentum_roc,"{'n': 18, 'thresh': 1.0}",7,43,-123862.68,32.6,0.72,-11.57,-141.67,-2.01,0.0
momentum_roc,"{'n': 18, 'thresh': 1.0}",10,34,-82236.33,35.3,0.78,-9.69,-87.41,-1.58,-63.2
momentum_roc,"{'n': 18, 'thresh': 1.5}",1,97,34204.65,49.5,1.1,1.41,-79.6,0.5,18.55
momentum_roc,"{'n': 18, 'thresh': 1.5}",2,78,-228572.75,34.6,0.54,-11.77,-254.29,-3.98,0.0
momentum_roc,"{'n': 18, 'thresh': 1.5}",3,62,-244643.84,30.6,0.49,-15.86,-268.8,-4.64,0.0
momentum_roc,"{'n': 18, 'thresh': 1.5}",5,48,-246254.43,29.2,0.49,-20.59,-287.64,-4.93,0.0
momentum_roc,"{'n': 18, 'thresh': 1.5}",7,39,26251.92,33.3,1.08,2.7,-58.59,0.36,14.44
momentum_roc,"{'n': 18, 'thresh': 1.5}",10,31,-169424.29,22.6,0.57,-21.93,-210.23,-3.05,0.0
momentum_roc,"{'n': 18, 'thresh': 2.0}",1,77,-16926.57,41.6,0.95,-0.87,-55.45,-0.33,-10.2
momentum_roc,"{'n': 18, 'thresh': 2.0}",2,66,-255684.71,31.8,0.46,-15.55,-291.56,-5.06,0.0
momentum_roc,"{'n': 18, 'thresh': 2.0}",3,51,-91016.74,27.5,0.75,-7.17,-139.99,-1.68,-75.19
momentum_roc,"{'n': 18, 'thresh': 2.0}",5,42,-191295.03,28.6,0.49,-18.27,-206.28,-4.8,0.0
momentum_roc,"{'n': 18, 'thresh': 2.0}",7,35,-99473.84,37.1,0.73,-11.41,-162.71,-1.77,-95.19
momentum_roc,"{'n': 18, 'thresh': 2.0}",10,28,-181611.38,21.4,0.52,-26.16,-205.65,-3.81,0.0
momentum_roc,"{'n': 18, 'thresh': 2.5}",1,64,-207318.18,23.4,0.43,-13.02,-226.92,-5.54,0.0
momentum_roc,"{'n': 18, 'thresh': 2.5}",2,53,-169988.28,30.2,0.5,-12.88,-203.92,-4.18,0.0
momentum_roc,"{'n': 18, 'thresh': 2.5}",3,44,-107725.68,22.7,0.69,-9.83,-147.38,-2.26,0.0
momentum_roc,"{'n': 18, 'thresh': 2.5}",5,36,-148617.05,27.8,0.53,-16.56,-156.84,-4.07,0.0
momentum_roc,"{'n': 18, 'thresh': 2.5}",7,29,-149755.43,20.7,0.55,-20.78,-207.19,-3.25,0.0
momentum_roc,"{'n': 18, 'thresh': 2.5}",10,22,-194115.6,18.2,0.33,-35.51,-217.59,-7.82,0.0
momentum_roc,"{'n': 18, 'thresh': 3.0}",1,54,-199493.46,22.2,0.43,-14.84,-200.36,-5.26,0.0
momentum_roc,"{'n': 18, 'thresh': 3.0}",2,44,-140323.32,27.3,0.53,-12.83,-148.39,-3.99,0.0
momentum_roc,"{'n': 18, 'thresh': 3.0}",3,37,-15013.35,35.1,0.94,-1.6,-77.77,-0.37,-8.98
momentum_roc,"{'n': 18, 'thresh': 3.0}",5,29,-177817.13,24.1,0.36,-24.61,-199.84,-6.98,0.0
momentum_roc,"{'n': 18, 'thresh': 3.0}",7,25,-122771.66,24.0,0.59,-19.78,-157.11,-2.88,0.0
momentum_roc,"{'n': 18, 'thresh': 3.0}",10,19,-171799.29,21.1,0.35,-36.43,-189.71,-7.39,0.0
breakout,{'lookback': 20},1,53,-66901.17,30.2,0.73,-5.07,-78.53,-1.95,-47.63
breakout,{'lookback': 20},2,47,-165744.78,21.3,0.47,-14.17,-171.47,-4.99,0.0
breakout,{'lookback': 20},3,41,-112606.11,31.7,0.63,-11.06,-113.37,-3.0,0.0
breakout,{'lookback': 20},5,33,-37304.62,33.3,0.85,-4.58,-56.87,-0.99,-23.96
breakout,{'lookback': 20},7,29,-162716.64,20.7,0.52,-22.6,-188.08,-3.59,0.0
breakout,{'lookback': 20},10,26,-322317.34,15.4,0.17,-49.86,-388.83,-12.87,0.0
donchian,{'lookback': 20},1,34,-14013.16,41.2,0.88,-1.66,-30.59,-0.83,-8.45
donchian,{'lookback': 20},2,31,-39272.22,25.8,0.75,-5.07,-55.53,-1.65,-25.27
donchian,{'lookback': 20},3,28,-66879.57,28.6,0.62,-9.55,-74.1,-3.05,-47.5
donchian,{'lookback': 20},5,25,-110000.33,20.0,0.54,-17.67,-111.08,-3.63,0.0
donchian,{'lookback': 20},7,23,-166501.97,13.0,0.42,-29.1,-178.88,-4.82,0.0
donchian,{'lookback': 20},10,21,-166981.67,14.3,0.47,-31.94,-204.11,-3.72,0.0
momentum_roc,"{'n': 20, 'thresh': 1.0}",1,120,-217048.49,33.3,0.6,-7.28,-204.34,-3.25,0.0
momentum_roc,"{'n': 20, 'thresh': 1.0}",2,87,-19238.63,35.6,0.96,-0.86,-86.86,-0.28,-11.73
momentum_roc,"{'n': 20, 'thresh': 1.0}",3,74,-234961.05,29.7,0.54,-12.75,-258.74,-4.1,0.0
momentum_roc,"{'n': 20, 'thresh': 1.0}",5,56,-62651.03,32.1,0.88,-4.49,-72.43,-0.86,-43.69
momentum_roc,"{'n': 20, 'thresh': 1.0}",7,45,-257854.65,22.2,0.53,-23.05,-317.12,-3.84,0.0
momentum_roc,"{'n': 20, 'thresh': 1.0}",10,33,-133123.7,30.3,0.68,-16.27,-131.13,-2.43,0.0
momentum_roc,"{'n': 20, 'thresh': 1.5}",1,99,-12315.91,40.4,0.97,-0.49,-70.31,-0.22,-7.38
momentum_roc,"{'n': 20, 'thresh': 1.5}",2,76,-74657.94,30.3,0.83,-3.95,-161.07,-1.13,-55.08
momentum_roc,"{'n': 20, 'thresh': 1.5}",3,64,-211586.38,32.8,0.49,-13.26,-238.03,-4.74,0.0
momentum_roc,"{'n': 20, 'thresh': 1.5}",5,48,-134015.55,33.3,0.64,-11.24,-212.85,-2.72,0.0
momentum_roc,"{'n': 20, 'thresh': 1.5}",7,39,-215063.7,25.6,0.51,-22.2,-310.26,-3.78,0.0
momentum_roc,"{'n': 20, 'thresh': 1.5}",10,31,-71459.93,29.0,0.8,-9.31,-117.31,-1.18,-51.86
momentum_roc,"{'n': 20, 'thresh': 2.0}",1,84,-9597.28,40.5,0.97,-0.45,-68.97,-0.19,-5.71
momentum_roc,"{'n': 20, 'thresh': 2.0}",2,64,-3750.23,34.4,0.99,-0.24,-99.82,-0.09,-2.2
momentum_roc,"{'n': 20, 'thresh': 2.0}",3,55,-170806.05,27.3,0.55,-12.47,-198.56,-3.69,0.0
momentum_roc,"{'n': 20, 'thresh': 2.0}",5,42,-89510.61,33.3,0.73,-8.55,-140.83,-1.84,-73.14
momentum_roc,"{'n': 20, 'thresh': 2.0}",7,35,-108441.27,31.4,0.71,-12.49,-172.26,-1.95,0.0
momentum_roc,"{'n': 20, 'thresh': 2.0}",10,28,-99453.27,28.6,0.68,-14.31,-110.66,-2.14,-95.2
momentum_roc,"{'n': 20, 'thresh': 2.5}",1,68,-43300.67,35.3,0.86,-2.55,-68.84,-0.85,-28.17
momentum_roc,"{'n': 20, 'thresh': 2.5}",2,55,11053.81,32.7,1.04,0.81,-93.99,0.19,6.3
momentum_roc,"{'n': 20, 'thresh': 2.5}",3,47,-128959.83,27.7,0.63,-11.0,-120.06,-2.95,0.0
momentum_roc,"{'n': 20, 'thresh': 2.5}",5,35,-34059.21,25.7,0.89,-3.81,-128.17,-0.63,-21.56
momentum_roc,"{'n': 20, 'thresh': 2.5}",7,30,-210253.56,20.0,0.4,-28.2,-230.77,-5.41,0.0
momentum_roc,"{'n': 20, 'thresh': 2.5}",10,25,-210359.48,24.0,0.37,-33.87,-230.25,-6.47,0.0
momentum_roc,"{'n': 20, 'thresh': 3.0}",1,53,85464.94,45.3,1.43,6.48,-37.21,1.94,43.36
momentum_roc,"{'n': 20, 'thresh': 3.0}",2,43,-38021.32,27.9,0.84,-3.52,-88.52,-0.98,-24.34
momentum_roc,"{'n': 20, 'thresh': 3.0}",3,38,-136423.35,26.3,0.49,-14.43,-141.72,-4.57,0.0
momentum_roc,"{'n': 20, 'thresh': 3.0}",5,30,-93899.77,30.0,0.65,-12.58,-128.1,-2.68,-80.42
momentum_roc,"{'n': 20, 'thresh': 3.0}",7,26,-84540.7,26.9,0.72,-13.09,-140.28,-1.9,-66.33
momentum_roc,"{'n': 20, 'thresh': 3.0}",10,20,-100253.34,20.0,0.65,-20.23,-137.73,-2.22,0.0
breakout,{'lookback': 25},1,44,-22464.1,34.1,0.89,-2.05,-59.27,-0.77,-14.19
breakout,{'lookback': 25},2,38,-72348.57,26.3,0.67,-7.64,-72.92,-2.58,-53.78
breakout,{'lookback': 25},3,33,-28031.72,36.4,0.87,-3.47,-53.61,-0.89,-17.89
breakout,{'lookback': 25},5,26,11650.53,38.5,1.06,1.72,-54.09,0.34,6.87
breakout,{'lookback': 25},7,24,-53309.67,29.2,0.77,-9.02,-93.72,-1.33,-36.74
breakout,{'lookback': 25},10,21,-221720.09,19.0,0.21,-42.53,-235.6,-10.45,0.0
donchian,{'lookback': 25},1,30,-38801.1,40.0,0.65,-5.22,-40.14,-2.91,-25.57
donchian,{'lookback': 25},2,27,-41977.96,25.9,0.68,-6.25,-51.59,-2.09,-27.88
donchian,{'lookback': 25},3,24,-43522.89,25.0,0.69,-7.27,-56.65,-2.32,-29.0
donchian,{'lookback': 25},5,22,-93050.23,18.2,0.56,-17.0,-98.51,-3.4,-79.99
donchian,{'lookback': 25},7,20,-138029.85,10.0,0.45,-27.73,-150.69,-4.37,0.0
donchian,{'lookback': 25},10,19,-122911.43,10.5,0.54,-25.94,-173.94,-2.91,0.0
momentum_roc,"{'n': 25, 'thresh': 1.0}",1,124,140921.37,47.6,1.31,4.56,-29.54,1.57,68.09
momentum_roc,"{'n': 25, 'thresh': 1.0}",2,96,-112497.08,36.5,0.8,-4.71,-115.97,-1.55,0.0
momentum_roc,"{'n': 25, 'thresh': 1.0}",3,78,-130336.39,32.1,0.72,-6.74,-117.51,-2.02,0.0
momentum_roc,"{'n': 25, 'thresh': 1.0}",5,56,-198426.22,28.6,0.61,-14.27,-161.77,-3.26,0.0
momentum_roc,"{'n': 25, 'thresh': 1.0}",7,45,145249.12,46.7,1.42,13.04,-38.87,2.0,69.87
momentum_roc,"{'n': 25, 'thresh': 1.0}",10,34,-149462.74,26.5,0.65,-17.68,-210.81,-2.69,0.0
momentum_roc,"{'n': 25, 'thresh': 1.5}",1,106,-58663.28,41.5,0.86,-2.26,-132.6,-0.94,-40.65
momentum_roc,"{'n': 25, 'thresh': 1.5}",2,80,49602.3,40.0,1.12,2.53,-44.35,0.64,26.91
momentum_roc,"{'n': 25, 'thresh': 1.5}",3,69,-143584.06,31.9,0.66,-8.34,-128.98,-2.66,0.0
momentum_roc,"{'n': 25, 'thresh': 1.5}",5,50,54791.5,36.0,1.14,4.48,-62.39,0.75,29.44
momentum_roc,"{'n': 25, 'thresh': 1.5}",7,41,67981.92,29.3,1.17,6.62,-81.75,0.88,35.84
momentum_roc,"{'n': 25, 'thresh': 1.5}",10,32,895.99,25.0,1.0,0.03,-71.72,0.0,0.53
momentum_roc,"{'n': 25, 'thresh': 2.0}",1,89,-152767.27,33.7,0.65,-6.92,-136.26,-2.71,0.0
momentum_roc,"{'n': 25, 'thresh': 2.0}",2,72,7113.68,38.9,1.02,0.42,-57.87,0.09,4.15
momentum_roc,"{'n': 25, 'thresh': 2.0}",3,61,-126130.33,31.1,0.69,-8.29,-113.46,-2.4,0.0
momentum_roc,"{'n': 25, 'thresh': 2.0}",5,45,-66424.24,35.6,0.82,-5.9,-83.89,-1.26,-47.51
momentum_roc,"{'n': 25, 'thresh': 2.0}",7,38,-126473.53,28.9,0.69,-13.43,-176.0,-2.12,0.0
momentum_roc,"{'n': 25, 'thresh': 2.0}",10,29,64060.52,31.0,1.17,8.74,-48.02,0.93,33.96
momentum_roc,"{'n': 25, 'thresh': 2.5}",1,76,-155745.18,34.2,0.6,-8.25,-148.82,-3.04,0.0
momentum_roc,"{'n': 25, 'thresh': 2.5}",2,61,44283.58,41.0,1.15,2.97,-44.72,0.75,24.22
momentum_roc,"{'n': 25, 'thresh': 2.5}",3,51,-45899.71,37.3,0.85,-3.59,-68.97,-1.09,-30.43
momentum_roc,"{'n': 25, 'thresh': 2.5}",5,43,-119854.04,27.9,0.7,-11.12,-123.28,-2.27,0.0
momentum_roc,"{'n': 25, 'thresh': 2.5}",7,35,-152165.34,31.4,0.62,-17.52,-255.5,-2.76,0.0
momentum_roc,"{'n': 25, 'thresh': 2.5}",10,27,-82136.4,29.6,0.76,-12.21,-157.06,-1.47,-63.84
momentum_roc,"{'n': 25, 'thresh': 3.0}",1,58,-209902.74,29.3,0.35,-14.54,-199.63,-6.61,0.0
momentum_roc,"{'n': 25, 'thresh': 3.0}",2,47,-120196.74,31.9,0.52,-10.2,-114.38,-3.92,0.0
momentum_roc,"{'n': 25, 'thresh': 3.0}",3,41,-113460.02,39.0,0.58,-11.07,-109.26,-3.71,0.0
momentum_roc,"{'n': 25, 'thresh': 3.0}",5,34,-202368.85,29.4,0.46,-23.8,-172.57,-5.79,0.0
momentum_roc,"{'n': 25, 'thresh': 3.0}",7,28,-203002.55,28.6,0.35,-29.04,-196.15,-7.41,0.0
momentum_roc,"{'n': 25, 'thresh': 3.0}",10,22,-177136.28,18.2,0.43,-32.35,-166.97,-5.05,0.0
breakout,{'lookback': 30},1,40,-59571.06,32.5,0.71,-5.99,-91.2,-2.19,-41.99
breakout,{'lookback': 30},2,35,-93214.68,25.7,0.56,-10.7,-92.98,-3.75,-80.11
breakout,{'lookback': 30},3,29,-12994.2,37.9,0.93,-1.84,-51.97,-0.46,-8.0
breakout,{'lookback': 30},5,24,-94.17,37.5,1.0,-0.06,-74.74,-0.02,-0.06
breakout,{'lookback': 30},7,22,-57199.01,27.3,0.76,-10.48,-127.53,-1.49,-39.87
breakout,{'lookback': 30},10,20,-203763.35,15.0,0.22,-40.93,-215.59,-10.12,0.0
donchian,{'lookback': 30},1,25,-32099.69,40.0,0.66,-5.17,-42.69,-2.72,-21.99
donchian,{'lookback': 30},2,22,2300.92,31.8,1.03,0.45,-21.95,0.1,1.47
donchian,{'lookback': 30},3,19,-7493.17,31.6,0.93,-1.54,-32.55,-0.49,-4.86
donchian,{'lookback': 30},5,18,-39108.1,22.2,0.75,-8.71,-70.6,-1.64,-27.17
donchian,{'lookback': 30},7,17,-79400.84,11.8,0.59,-18.73,-107.67,-2.79,-63.58
donchian,{'lookback': 30},10,16,-54298.7,12.5,0.73,-13.55,-114.11,-1.43,-39.38
momentum_roc,"{'n': 30, 'thresh': 1.0}",1,123,15419.74,43.9,1.03,0.49,-88.21,0.15,8.94
momentum_roc,"{'n': 30, 'thresh': 1.0}",2,94,-320.75,38.3,1.0,-0.02,-134.53,-0.03,-0.19
momentum_roc,"{'n': 30, 'thresh': 1.0}",3,76,88705.29,44.7,1.22,4.69,-55.31,1.23,46.13
momentum_roc,"{'n': 30, 'thresh': 1.0}",5,56,-259945.21,28.6,0.5,-18.68,-279.12,-4.49,0.0
momentum_roc,"{'n': 30, 'thresh': 1.0}",7,44,35276.38,34.1,1.08,3.22,-234.17,0.45,19.78
momentum_roc,"{'n': 30, 'thresh': 1.0}",10,34,2783.0,26.5,1.01,0.26,-91.7,0.03,1.65
momentum_roc,"{'n': 30, 'thresh': 1.5}",1,109,24709.17,43.1,1.06,0.91,-67.7,0.28,14.1
momentum_roc,"{'n': 30, 'thresh': 1.5}",2,83,-130098.81,33.7,0.72,-6.27,-130.72,-2.03,0.0
momentum_roc,"{'n': 30, 'thresh': 1.5}",3,71,-24314.88,35.2,0.94,-1.37,-99.4,-0.36,-15.33
momentum_roc,"{'n': 30, 'thresh': 1.5}",5,54,-178712.59,27.8,0.61,-13.3,-229.25,-3.16,0.0
momentum_roc,"{'n': 30, 'thresh': 1.5}",7,42,-14914.28,35.7,0.96,-1.4,-137.1,-0.25,-9.2
momentum_roc,"{'n': 30, 'thresh': 1.5}",10,32,-26296.97,25.0,0.92,-3.33,-100.84,-0.44,-16.66
momentum_roc,"{'n': 30, 'thresh': 2.0}",1,93,-85770.43,38.7,0.79,-3.7,-91.1,-1.41,-69.95
momentum_roc,"{'n': 30, 'thresh': 2.0}",2,74,-100150.7,35.1,0.76,-5.44,-103.75,-1.73,0.0
momentum_roc,"{'n': 30, 'thresh': 2.0}",3,65,-74906.94,33.8,0.83,-4.62,-108.47,-1.2,-57.36
momentum_roc,"{'n': 30, 'thresh': 2.0}",5,47,-37516.32,27.7,0.91,-3.24,-81.89,-0.59,-25.17
momentum_roc,"{'n': 30, 'thresh': 2.0}",7,40,7204.31,35.0,1.02,0.74,-123.88,0.09,4.38
momentum_roc,"{'n': 30, 'thresh': 2.0}",10,31,-23388.87,25.8,0.94,-3.08,-72.93,-0.4,-15.15
momentum_roc,"{'n': 30, 'thresh': 2.5}",1,81,-66512.61,37.0,0.81,-3.29,-78.74,-1.25,-49.06
momentum_roc,"{'n': 30, 'thresh': 2.5}",2,65,-117711.79,36.9,0.7,-7.3,-119.38,-2.34,0.0
momentum_roc,"{'n': 30, 'thresh': 2.5}",3,54,-26014.19,33.3,0.93,-1.95,-82.51,-0.47,-16.95
momentum_roc,"{'n': 30, 'thresh': 2.5}",5,42,-121439.17,26.2,0.65,-11.65,-162.15,-2.66,0.0
momentum_roc,"{'n': 30, 'thresh': 2.5}",7,35,-77377.31,31.4,0.78,-8.9,-198.9,-1.4,-60.0
momentum_roc,"{'n': 30, 'thresh': 2.5}",10,28,-131293.58,21.4,0.66,-18.97,-147.75,-2.32,0.0
momentum_roc,"{'n': 30, 'thresh': 3.0}",1,65,-5067.91,38.5,0.98,-0.31,-49.53,-0.13,-3.17
momentum_roc,"{'n': 30, 'thresh': 3.0}",2,53,-125373.01,34.0,0.6,-9.52,-121.31,-3.32,0.0
momentum_roc,"{'n': 30, 'thresh': 3.0}",3,44,-47681.09,31.8,0.84,-4.35,-86.75,-1.04,-32.93
momentum_roc,"{'n': 30, 'thresh': 3.0}",5,36,-174205.59,25.0,0.5,-19.45,-156.34,-4.5,0.0
momentum_roc,"{'n': 30, 'thresh': 3.0}",7,31,-71709.88,25.8,0.78,-9.3,-131.24,-1.39,-54.09
momentum_roc,"{'n': 30, 'thresh': 3.0}",10,25,-116525.7,24.0,0.65,-18.77,-132.64,-2.91,0.0
breakout,{'lookback': 35},1,37,-63210.41,32.4,0.67,-6.87,-92.97,-2.63,-45.74
breakout,{'lookback': 35},2,32,-101113.61,25.0,0.48,-12.69,-101.31,-4.61,0.0
breakout,{'lookback': 35},3,27,-34782.43,33.3,0.81,-5.22,-64.86,-1.29,-22.93
breakout,{'lookback': 35},5,23,-37268.98,34.8,0.82,-6.6,-102.24,-1.23,-24.73
breakout,{'lookback': 35},7,21,-83122.09,23.8,0.65,-15.98,-171.65,-2.23,-66.18
breakout,{'lookback': 35},10,18,-172075.77,11.1,0.19,-38.45,-195.77,-9.9,0.0
donchian,{'lookback': 35},1,23,-20662.47,39.1,0.75,-3.63,-28.48,-1.93,-13.82
donchian,{'lookback': 35},2,20,7787.92,35.0,1.09,1.59,-21.06,0.44,4.93
donchian,{'lookback': 35},3,18,-5585.41,33.3,0.95,-1.2,-31.99,-0.38,-3.61
donchian,{'lookback': 35},5,17,-35022.5,23.5,0.77,-8.28,-69.58,-1.49,-24.12
donchian,{'lookback': 35},7,16,-76394.49,12.5,0.6,-19.14,-104.64,-2.75,-60.33
donchian,{'lookback': 35},10,15,-60198.42,6.7,0.69,-16.03,-121.33,-1.64,-44.56
momentum_roc,"{'n': 35, 'thresh': 1.0}",1,119,-46520.73,39.5,0.91,-1.58,-85.43,-0.59,-31.75
momentum_roc,"{'n': 35, 'thresh': 1.0}",2,92,126902.94,37.0,1.27,5.52,-46.63,1.41,64.75
momentum_roc,"{'n': 35, 'thresh': 1.0}",3,74,4874.08,36.5,1.01,0.23,-59.77,0.03,2.95
momentum_roc,"{'n': 35, 'thresh': 1.0}",5,54,128893.71,35.2,1.31,9.56,-46.9,1.55,65.63
momentum_roc,"{'n': 35, 'thresh': 1.0}",7,43,13161.93,34.9,1.03,1.16,-55.53,0.17,7.83
momentum_roc,"{'n': 35, 'thresh': 1.0}",10,33,23058.69,33.3,1.06,2.78,-83.34,0.31,13.48
momentum_roc,"{'n': 35, 'thresh': 1.5}",1,108,-46552.68,38.0,0.9,-1.72,-85.93,-0.63,-31.95
momentum_roc,"{'n': 35, 'thresh': 1.5}",2,85,75379.62,35.3,1.17,3.55,-51.46,0.91,41.15
momentum_roc,"{'n': 35, 'thresh': 1.5}",3,68,-9988.82,35.3,0.98,-0.59,-73.77,-0.13,-6.25
momentum_roc,"{'n': 35, 'thresh': 1.5}",5,51,50785.99,37.3,1.14,4.0,-39.48,0.71,28.65
momentum_roc,"{'n': 35, 'thresh': 1.5}",7,40,67724.83,35.0,1.19,6.76,-52.53,0.97,37.33
momentum_roc,"{'n': 35, 'thresh': 1.5}",10,32,110553.76,31.2,1.32,13.87,-53.69,1.49,57.89
momentum_roc,"{'n': 35, 'thresh': 2.0}",1,94,-1704.75,37.2,1.0,-0.07,-83.03,-0.06,-1.05
momentum_roc,"{'n': 35, 'thresh': 2.0}",2,72,-122403.24,34.7,0.72,-6.83,-160.3,-2.12,0.0
