name,params,hold,15m_pnl,15m_win,15m_trades,15m_pf,60m_pnl,60m_win,60m_trades,60m_pf,1d_pnl,1d_win,1d_trades,1d_pf
momentum_roc,"{'n': 18, 'thresh': 1.0}",10,-2236.15,24.0,25.0,0.25,-2774.67,35.3,34.0,0.52,,,,
momentum_roc,"{'n': 18, 'thresh': 1.5}",1,,,,,-4289.88,15.5,58.0,0.11,-1817.5,35.7,14.0,0.24
momentum_roc,"{'n': 18, 'thresh': 1.5}",2,,,,,-3315.17,24.4,45.0,0.32,-1837.62,25.0,12.0,0.26
momentum_roc,"{'n': 18, 'thresh': 1.5}",3,,,,,-2621.61,33.3,39.0,0.43,,,,
momentum_roc,"{'n': 18, 'thresh': 1.5}",5,,,,,-1847.09,35.5,31.0,0.54,,,,
momentum_roc,"{'n': 18, 'thresh': 1.5}",7,,,,,-807.76,40.7,27.0,0.72,,,,
momentum_roc,"{'n': 18, 'thresh': 1.5}",10,,,,,-1590.27,39.1,23.0,0.59,,,,
momentum_roc,"{'n': 18, 'thresh': 2.0}",1,,,,,-2672.56,15.6,32.0,0.1,-2293.99,30.0,10.0,0.11
momentum_roc,"{'n': 18, 'thresh': 2.0}",2,,,,,-2137.04,33.3,27.0,0.4,,,,
momentum_roc,"{'n': 18, 'thresh': 2.0}",3,,,,,-1894.56,36.0,25.0,0.45,,,,
momentum_roc,"{'n': 18, 'thresh': 2.0}",5,,,,,-1248.31,36.8,19.0,0.55,,,,
momentum_roc,"{'n': 18, 'thresh': 2.0}",7,,,,,130.65,53.3,15.0,1.09,,,,
momentum_roc,"{'n': 18, 'thresh': 2.0}",10,,,,,-511.06,42.9,14.0,0.74,,,,
momentum_roc,"{'n': 18, 'thresh': 2.5}",1,,,,,-882.1,27.8,18.0,0.26,,,,
momentum_roc,"{'n': 18, 'thresh': 2.5}",2,,,,,-337.89,26.7,15.0,0.74,,,,
momentum_roc,"{'n': 18, 'thresh': 2.5}",3,,,,,-296.13,30.8,13.0,0.81,,,,
momentum_roc,"{'n': 18, 'thresh': 2.5}",5,,,,,,,,,,,,
momentum_roc,"{'n': 18, 'thresh': 2.5}",7,,,,,,,,,,,,
momentum_roc,"{'n': 18, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 18, 'thresh': 3.0}",1,,,,,-575.86,38.5,13.0,0.36,,,,
momentum_roc,"{'n': 18, 'thresh': 3.0}",2,,,,,-128.88,25.0,12.0,0.88,,,,
momentum_roc,"{'n': 18, 'thresh': 3.0}",3,,,,,97.44,30.0,10.0,1.08,,,,
momentum_roc,"{'n': 18, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 18, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 18, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 20},1,-15740.15,2.7,186.0,0.03,-6794.63,8.8,80.0,0.08,,,,
breakout,{'lookback': 20},2,-15050.64,3.6,167.0,0.02,-5890.24,16.7,66.0,0.17,,,,
breakout,{'lookback': 20},3,-11719.38,9.4,139.0,0.07,-5419.18,20.0,60.0,0.23,,,,
breakout,{'lookback': 20},5,-11766.79,9.1,121.0,0.05,-3940.66,31.2,48.0,0.28,,,,
breakout,{'lookback': 20},7,-8073.41,14.9,101.0,0.14,-3266.25,30.0,40.0,0.36,,,,
breakout,{'lookback': 20},10,-7044.6,17.6,85.0,0.16,-1796.17,34.4,32.0,0.58,,,,
donchian,{'lookback': 20},1,-9368.28,3.6,111.0,0.05,-5014.29,9.8,51.0,0.04,,,,
donchian,{'lookback': 20},2,-8912.96,4.0,101.0,0.02,-4495.56,22.2,45.0,0.2,,,,
donchian,{'lookback': 20},3,-6893.66,10.2,88.0,0.09,-3454.21,22.0,41.0,0.29,,,,
donchian,{'lookback': 20},5,-6389.91,11.5,78.0,0.09,-3254.86,30.6,36.0,0.24,,,,
donchian,{'lookback': 20},7,-6205.69,11.0,73.0,0.13,-2420.72,27.6,29.0,0.33,,,,
donchian,{'lookback': 20},10,-5286.83,19.7,66.0,0.17,-2884.46,25.9,27.0,0.37,,,,
momentum_roc,"{'n': 20, 'thresh': 1.0}",1,-4822.76,3.6,56.0,0.04,-8890.24,13.9,101.0,0.08,-2469.66,23.5,17.0,0.09
momentum_roc,"{'n': 20, 'thresh': 1.0}",2,-3205.59,6.7,45.0,0.15,-6894.03,24.7,81.0,0.19,-2042.34,25.0,12.0,0.17
momentum_roc,"{'n': 20, 'thresh': 1.0}",3,-3208.36,10.3,39.0,0.12,-6605.96,25.0,68.0,0.21,-1774.48,30.0,10.0,0.23
momentum_roc,"{'n': 20, 'thresh': 1.0}",5,-3355.76,12.1,33.0,0.1,-4499.87,26.9,52.0,0.31,,,,
momentum_roc,"{'n': 20, 'thresh': 1.0}",7,-2386.56,22.6,31.0,0.28,-5068.8,23.9,46.0,0.24,,,,
momentum_roc,"{'n': 20, 'thresh': 1.0}",10,-2131.36,25.9,27.0,0.29,-3283.06,20.0,35.0,0.37,,,,
momentum_roc,"{'n': 20, 'thresh': 1.5}",1,,,,,-4506.67,14.5,62.0,0.16,-1730.66,15.4,13.0,0.07
momentum_roc,"{'n': 20, 'thresh': 1.5}",2,,,,,-4714.57,26.0,50.0,0.17,-933.1,30.0,10.0,0.31
momentum_roc,"{'n': 20, 'thresh': 1.5}",3,,,,,-3607.48,24.4,41.0,0.23,,,,
momentum_roc,"{'n': 20, 'thresh': 1.5}",5,,,,,-3005.94,36.4,33.0,0.28,,,,
momentum_roc,"{'n': 20, 'thresh': 1.5}",7,,,,,-2188.65,32.3,31.0,0.37,,,,
momentum_roc,"{'n': 20, 'thresh': 1.5}",10,,,,,-1478.87,27.3,22.0,0.53,,,,
momentum_roc,"{'n': 20, 'thresh': 2.0}",1,,,,,-2236.15,12.9,31.0,0.08,-469.2,50.0,12.0,0.56
momentum_roc,"{'n': 20, 'thresh': 2.0}",2,,,,,-2217.29,32.1,28.0,0.24,,,,
momentum_roc,"{'n': 20, 'thresh': 2.0}",3,,,,,-2151.91,37.5,24.0,0.2,,,,
momentum_roc,"{'n': 20, 'thresh': 2.0}",5,,,,,-1739.78,38.9,18.0,0.26,,,,
momentum_roc,"{'n': 20, 'thresh': 2.0}",7,,,,,-974.1,37.5,16.0,0.39,,,,
momentum_roc,"{'n': 20, 'thresh': 2.0}",10,,,,,-1254.91,28.6,14.0,0.38,,,,
momentum_roc,"{'n': 20, 'thresh': 2.5}",1,,,,,-1506.15,13.6,22.0,0.12,-1683.93,10.0,10.0,0.06
momentum_roc,"{'n': 20, 'thresh': 2.5}",2,,,,,-1761.76,15.8,19.0,0.12,,,,
momentum_roc,"{'n': 20, 'thresh': 2.5}",3,,,,,-1802.45,13.3,15.0,0.09,,,,
momentum_roc,"{'n': 20, 'thresh': 2.5}",5,,,,,-899.47,36.4,11.0,0.28,,,,
momentum_roc,"{'n': 20, 'thresh': 2.5}",7,,,,,-582.63,50.0,10.0,0.33,,,,
momentum_roc,"{'n': 20, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 20, 'thresh': 3.0}",1,,,,,-1233.34,7.1,14.0,0.05,,,,
momentum_roc,"{'n': 20, 'thresh': 3.0}",2,,,,,-826.95,25.0,12.0,0.24,,,,
momentum_roc,"{'n': 20, 'thresh': 3.0}",3,,,,,-1248.2,27.3,11.0,0.15,,,,
momentum_roc,"{'n': 20, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 20, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 20, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 25},1,-13921.27,3.6,165.0,0.04,-5440.61,9.1,66.0,0.06,,,,
breakout,{'lookback': 25},2,-13124.77,3.4,148.0,0.02,-4502.37,16.7,54.0,0.18,,,,
breakout,{'lookback': 25},3,-9872.25,10.5,124.0,0.07,-4083.83,18.8,48.0,0.21,,,,
breakout,{'lookback': 25},5,-9934.27,9.3,107.0,0.05,-2645.61,31.6,38.0,0.37,,,,
breakout,{'lookback': 25},7,-8003.43,14.0,93.0,0.12,-1716.65,37.5,32.0,0.52,,,,
breakout,{'lookback': 25},10,-6319.59,15.6,77.0,0.15,-2111.47,37.9,29.0,0.45,,,,
donchian,{'lookback': 25},1,-7626.96,4.3,94.0,0.05,-3965.27,9.5,42.0,0.06,,,,
donchian,{'lookback': 25},2,-6928.09,3.6,83.0,0.03,-4030.05,21.1,38.0,0.19,,,,
donchian,{'lookback': 25},3,-5192.33,10.7,75.0,0.11,-3162.78,22.9,35.0,0.25,,,,
donchian,{'lookback': 25},5,-5057.13,9.2,65.0,0.08,-3264.86,25.8,31.0,0.22,,,,
donchian,{'lookback': 25},7,-4805.69,9.7,62.0,0.15,-1730.41,30.8,26.0,0.37,,,,
donchian,{'lookback': 25},10,-4020.08,16.4,55.0,0.21,-2572.83,29.2,24.0,0.4,,,,
momentum_roc,"{'n': 25, 'thresh': 1.0}",1,-7106.44,2.6,77.0,0.04,-9316.99,12.0,108.0,0.09,-2288.18,22.2,18.0,0.23
momentum_roc,"{'n': 25, 'thresh': 1.0}",2,-5973.71,3.2,62.0,0.02,-7417.93,21.2,85.0,0.18,-2055.06,28.6,14.0,0.32
momentum_roc,"{'n': 25, 'thresh': 1.0}",3,-4545.15,9.3,54.0,0.1,-6888.68,21.3,75.0,0.22,-3406.48,9.1,11.0,0.09
momentum_roc,"{'n': 25, 'thresh': 1.0}",5,-4139.1,11.4,44.0,0.05,-5454.13,25.9,58.0,0.23,,,,
momentum_roc,"{'n': 25, 'thresh': 1.0}",7,-3463.85,15.0,40.0,0.19,-5213.76,24.4,45.0,0.23,,,,
momentum_roc,"{'n': 25, 'thresh': 1.0}",10,-3024.61,16.1,31.0,0.13,-4445.92,26.3,38.0,0.33,,,,
momentum_roc,"{'n': 25, 'thresh': 1.5}",1,-1709.3,5.3,19.0,0.04,-5593.24,13.4,67.0,0.06,-1512.52,29.4,17.0,0.34
momentum_roc,"{'n': 25, 'thresh': 1.5}",2,-1533.11,6.2,16.0,0.05,-4220.05,17.0,53.0,0.17,-1926.92,25.0,12.0,0.2
momentum_roc,"{'n': 25, 'thresh': 1.5}",3,-888.86,14.3,14.0,0.32,-3790.39,24.4,45.0,0.23,-3565.87,9.1,11.0,0.09
momentum_roc,"{'n': 25, 'thresh': 1.5}",5,-355.35,30.0,10.0,0.51,-2236.01,28.1,32.0,0.36,,,,
momentum_roc,"{'n': 25, 'thresh': 1.5}",7,,,,,-2101.44,41.4,29.0,0.41,,,,
momentum_roc,"{'n': 25, 'thresh': 1.5}",10,,,,,-1292.94,31.8,22.0,0.48,,,,
momentum_roc,"{'n': 25, 'thresh': 2.0}",1,,,,,-3350.11,15.9,44.0,0.13,-1896.66,18.2,11.0,0.2
momentum_roc,"{'n': 25, 'thresh': 2.0}",2,,,,,-3037.18,16.7,36.0,0.19,,,,
momentum_roc,"{'n': 25, 'thresh': 2.0}",3,,,,,-3292.15,14.7,34.0,0.24,,,,
momentum_roc,"{'n': 25, 'thresh': 2.0}",5,,,,,-1610.85,39.1,23.0,0.4,,,,
momentum_roc,"{'n': 25, 'thresh': 2.0}",7,,,,,-1112.52,31.6,19.0,0.44,,,,
momentum_roc,"{'n': 25, 'thresh': 2.0}",10,,,,,-2074.76,22.2,18.0,0.18,,,,
momentum_roc,"{'n': 25, 'thresh': 2.5}",1,,,,,-2687.0,13.8,29.0,0.04,-1524.05,20.0,10.0,0.28
momentum_roc,"{'n': 25, 'thresh': 2.5}",2,,,,,-2062.47,25.0,24.0,0.21,,,,
momentum_roc,"{'n': 25, 'thresh': 2.5}",3,,,,,-2458.79,19.0,21.0,0.18,,,,
momentum_roc,"{'n': 25, 'thresh': 2.5}",5,,,,,-1441.29,26.7,15.0,0.25,,,,
momentum_roc,"{'n': 25, 'thresh': 2.5}",7,,,,,-1703.47,26.7,15.0,0.28,,,,
momentum_roc,"{'n': 25, 'thresh': 2.5}",10,,,,,-1500.39,38.5,13.0,0.23,,,,
momentum_roc,"{'n': 25, 'thresh': 3.0}",1,,,,,-1978.25,15.8,19.0,0.04,,,,
momentum_roc,"{'n': 25, 'thresh': 3.0}",2,,,,,-897.08,26.7,15.0,0.33,,,,
momentum_roc,"{'n': 25, 'thresh': 3.0}",3,,,,,-1926.46,7.7,13.0,0.03,,,,
momentum_roc,"{'n': 25, 'thresh': 3.0}",5,,,,,-1006.77,30.0,10.0,0.26,,,,
momentum_roc,"{'n': 25, 'thresh': 3.0}",7,,,,,-1058.36,30.0,10.0,0.32,,,,
momentum_roc,"{'n': 25, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 30},1,-13509.37,1.9,154.0,0.03,-4988.6,8.2,61.0,0.06,,,,
breakout,{'lookback': 30},2,-12734.45,2.2,139.0,0.01,-4458.15,15.7,51.0,0.18,,,,
breakout,{'lookback': 30},3,-9676.27,7.6,118.0,0.06,-3536.34,20.5,44.0,0.24,,,,
breakout,{'lookback': 30},5,-10335.62,6.7,105.0,0.04,-2963.1,31.4,35.0,0.28,,,,
breakout,{'lookback': 30},7,-8452.28,11.0,91.0,0.11,-1484.43,37.9,29.0,0.44,,,,
breakout,{'lookback': 30},10,-6383.44,14.7,75.0,0.15,-2692.19,29.6,27.0,0.37,,,,
donchian,{'lookback': 30},1,-6855.03,2.4,84.0,0.05,-4320.25,5.0,40.0,0.03,,,,
donchian,{'lookback': 30},2,-6848.45,2.6,78.0,0.01,-4380.98,16.7,36.0,0.15,,,,
donchian,{'lookback': 30},3,-5125.77,8.6,70.0,0.09,-3861.45,18.2,33.0,0.18,,,,
donchian,{'lookback': 30},5,-5205.64,8.1,62.0,0.07,-3286.16,24.1,29.0,0.2,,,,
donchian,{'lookback': 30},7,-5137.42,8.5,59.0,0.14,-1855.49,29.2,24.0,0.32,,,,
donchian,{'lookback': 30},10,-4104.21,15.4,52.0,0.19,-2334.19,28.6,21.0,0.33,,,,
momentum_roc,"{'n': 30, 'thresh': 1.0}",1,-7643.91,2.2,93.0,0.06,-10357.53,13.0,115.0,0.1,-1381.39,40.0,15.0,0.39
momentum_roc,"{'n': 30, 'thresh': 1.0}",2,-6177.19,4.0,75.0,0.03,-7192.72,20.0,90.0,0.18,-482.71,45.5,11.0,0.63
momentum_roc,"{'n': 30, 'thresh': 1.0}",3,-5106.49,6.8,59.0,0.05,-6781.83,25.3,75.0,0.22,-680.66,40.0,10.0,0.57
momentum_roc,"{'n': 30, 'thresh': 1.0}",5,-3705.3,8.2,49.0,0.12,-5169.87,29.8,57.0,0.25,,,,
momentum_roc,"{'n': 30, 'thresh': 1.0}",7,-3615.61,9.1,44.0,0.16,-5303.77,27.7,47.0,0.23,,,,
momentum_roc,"{'n': 30, 'thresh': 1.0}",10,-2702.72,11.4,35.0,0.23,-3723.36,35.1,37.0,0.37,,,,
momentum_roc,"{'n': 30, 'thresh': 1.5}",1,-2242.07,6.9,29.0,0.04,-5981.87,15.1,73.0,0.12,-2091.41,23.1,13.0,0.12
momentum_roc,"{'n': 30, 'thresh': 1.5}",2,-1746.71,12.5,24.0,0.17,-5051.02,17.9,56.0,0.15,-964.11,40.0,10.0,0.49
momentum_roc,"{'n': 30, 'thresh': 1.5}",3,-1104.68,10.5,19.0,0.27,-4759.19,20.4,49.0,0.22,,,,
momentum_roc,"{'n': 30, 'thresh': 1.5}",5,-858.49,18.8,16.0,0.28,-3098.68,35.1,37.0,0.31,,,,
momentum_roc,"{'n': 30, 'thresh': 1.5}",7,-998.43,13.3,15.0,0.31,-2868.11,38.7,31.0,0.28,,,,
momentum_roc,"{'n': 30, 'thresh': 1.5}",10,-956.25,16.7,12.0,0.25,-2377.02,38.5,26.0,0.41,,,,
momentum_roc,"{'n': 30, 'thresh': 2.0}",1,-1062.42,0.0,11.0,0.0,-3843.86,10.9,46.0,0.1,-1962.75,15.4,13.0,0.06
momentum_roc,"{'n': 30, 'thresh': 2.0}",2,,,,,-2913.96,21.1,38.0,0.24,,,,
momentum_roc,"{'n': 30, 'thresh': 2.0}",3,,,,,-3582.04,9.4,32.0,0.13,,,,
momentum_roc,"{'n': 30, 'thresh': 2.0}",5,,,,,-1398.41,36.0,25.0,0.41,,,,
momentum_roc,"{'n': 30, 'thresh': 2.0}",7,,,,,-2220.41,30.0,20.0,0.11,,,,
momentum_roc,"{'n': 30, 'thresh': 2.0}",10,,,,,-1461.39,35.3,17.0,0.43,,,,
momentum_roc,"{'n': 30, 'thresh': 2.5}",1,,,,,-1987.61,12.9,31.0,0.12,-1538.57,25.0,12.0,0.09
momentum_roc,"{'n': 30, 'thresh': 2.5}",2,,,,,-2108.29,12.0,25.0,0.18,,,,
momentum_roc,"{'n': 30, 'thresh': 2.5}",3,,,,,-2649.07,21.7,23.0,0.15,,,,
momentum_roc,"{'n': 30, 'thresh': 2.5}",5,,,,,-1822.0,25.0,16.0,0.18,,,,
momentum_roc,"{'n': 30, 'thresh': 2.5}",7,,,,,-1715.49,43.8,16.0,0.17,,,,
momentum_roc,"{'n': 30, 'thresh': 2.5}",10,,,,,-1074.4,33.3,12.0,0.38,,,,
momentum_roc,"{'n': 30, 'thresh': 3.0}",1,,,,,-1949.94,13.0,23.0,0.08,,,,
momentum_roc,"{'n': 30, 'thresh': 3.0}",2,,,,,-2215.84,21.1,19.0,0.14,,,,
momentum_roc,"{'n': 30, 'thresh': 3.0}",3,,,,,-2505.09,6.2,16.0,0.13,,,,
momentum_roc,"{'n': 30, 'thresh': 3.0}",5,,,,,-1613.03,16.7,12.0,0.19,,,,
momentum_roc,"{'n': 30, 'thresh': 3.0}",7,,,,,-1215.42,27.3,11.0,0.09,,,,
momentum_roc,"{'n': 30, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 35},1,-12353.34,1.4,143.0,0.03,-4669.88,5.3,57.0,0.03,,,,
breakout,{'lookback': 35},2,-11539.59,1.6,129.0,0.01,-4654.97,14.3,49.0,0.14,,,,
breakout,{'lookback': 35},3,-8713.33,6.4,109.0,0.06,-3397.79,19.0,42.0,0.22,,,,
breakout,{'lookback': 35},5,-8871.31,6.3,95.0,0.03,-2851.35,29.4,34.0,0.25,,,,
breakout,{'lookback': 35},7,-7392.99,8.3,84.0,0.1,-2063.53,31.0,29.0,0.3,,,,
breakout,{'lookback': 35},10,-5385.68,13.2,68.0,0.15,-3535.26,22.2,27.0,0.29,,,,
donchian,{'lookback': 35},1,-6158.55,2.6,77.0,0.05,-4045.58,5.3,38.0,0.03,,,,
donchian,{'lookback': 35},2,-6104.58,2.8,71.0,0.02,-4117.67,17.6,34.0,0.16,,,,
donchian,{'lookback': 35},3,-4449.13,9.5,63.0,0.11,-3259.49,19.4,31.0,0.21,,,,
donchian,{'lookback': 35},5,-4465.75,9.1,55.0,0.08,-3212.09,25.0,28.0,0.2,,,,
donchian,{'lookback': 35},7,-4098.83,9.6,52.0,0.17,-1554.87,34.8,23.0,0.42,,,,
donchian,{'lookback': 35},10,-3109.97,17.4,46.0,0.24,-2057.08,30.0,20.0,0.35,,,,
momentum_roc,"{'n': 35, 'thresh': 1.0}",1,-9884.85,1.7,116.0,0.03,-9319.38,11.4,114.0,0.12,-1502.12,15.4,13.0,0.27
momentum_roc,"{'n': 35, 'thresh': 1.0}",2,-7897.53,4.3,93.0,0.04,-8088.46,22.7,88.0,0.18,-1825.02,27.3,11.0,0.31
momentum_roc,"{'n': 35, 'thresh': 1.0}",3,-6319.18,7.5,80.0,0.09,-7612.78,19.7,76.0,0.18,,,,
momentum_roc,"{'n': 35, 'thresh': 1.0}",5,-5787.13,6.2,64.0,0.05,-5710.28,28.6,56.0,0.16,,,,
momentum_roc,"{'n': 35, 'thresh': 1.0}",7,-3892.76,11.5,52.0,0.18,-4562.55,26.1,46.0,0.26,,,,
momentum_roc,"{'n': 35, 'thresh': 1.0}",10,-3651.12,9.1,44.0,0.16,-3667.76,30.6,36.0,0.31,,,,
momentum_roc,"{'n': 35, 'thresh': 1.5}",1,-2899.74,3.0,33.0,0.02,-5463.77,14.3,77.0,0.18,-1148.75,16.7,12.0,0.33
momentum_roc,"{'n': 35, 'thresh': 1.5}",2,-2031.11,7.7,26.0,0.04,-5627.69,18.0,61.0,0.17,,,,
momentum_roc,"{'n': 35, 'thresh': 1.5}",3,-2075.9,4.5,22.0,0.05,-5253.11,25.0,52.0,0.15,,,,
momentum_roc,"{'n': 35, 'thresh': 1.5}",5,-1063.8,17.6,17.0,0.08,-2512.46,35.1,37.0,0.3,,,,
momentum_roc,"{'n': 35, 'thresh': 1.5}",7,-1208.82,7.1,14.0,0.07,-3649.0,31.2,32.0,0.28,,,,
momentum_roc,"{'n': 35, 'thresh': 1.5}",10,-1377.98,8.3,12.0,0.0,-2832.87,30.8,26.0,0.31,,,,
momentum_roc,"{'n': 35, 'thresh': 2.0}",1,-1528.22,6.2,16.0,0.04,-3594.5,11.1,54.0,0.21,-1096.86,20.0,10.0,0.34
momentum_roc,"{'n': 35, 'thresh': 2.0}",2,-1090.91,8.3,12.0,0.06,-4664.85,16.3,43.0,0.15,,,,
momentum_roc,"{'n': 35, 'thresh': 2.0}",3,-1053.39,9.1,11.0,0.1,-3369.91,24.3,37.0,0.23,,,,
momentum_roc,"{'n': 35, 'thresh': 2.0}",5,,,,,-2713.83,19.2,26.0,0.13,,,,
momentum_roc,"{'n': 35, 'thresh': 2.0}",7,,,,,-2039.21,43.5,23.0,0.35,,,,
momentum_roc,"{'n': 35, 'thresh': 2.0}",10,,,,,-2014.14,22.2,18.0,0.25,,,,
momentum_roc,"{'n': 35, 'thresh': 2.5}",1,,,,,-3184.93,7.7,39.0,0.11,,,,
momentum_roc,"{'n': 35, 'thresh': 2.5}",2,,,,,-3324.72,16.7,30.0,0.13,,,,
momentum_roc,"{'n': 35, 'thresh': 2.5}",3,,,,,-2773.7,23.1,26.0,0.18,,,,
momentum_roc,"{'n': 35, 'thresh': 2.5}",5,,,,,-2142.4,25.0,20.0,0.13,,,,
momentum_roc,"{'n': 35, 'thresh': 2.5}",7,,,,,-1496.44,44.4,18.0,0.35,,,,
momentum_roc,"{'n': 35, 'thresh': 2.5}",10,,,,,-1602.46,28.6,14.0,0.32,,,,
momentum_roc,"{'n': 35, 'thresh': 3.0}",1,,,,,-1875.44,8.3,24.0,0.17,,,,
momentum_roc,"{'n': 35, 'thresh': 3.0}",2,,,,,-2047.68,21.1,19.0,0.14,,,,
momentum_roc,"{'n': 35, 'thresh': 3.0}",3,,,,,-2139.55,17.6,17.0,0.16,,,,
momentum_roc,"{'n': 35, 'thresh': 3.0}",5,,,,,-1529.57,15.4,13.0,0.06,,,,
momentum_roc,"{'n': 35, 'thresh': 3.0}",7,,,,,-699.3,41.7,12.0,0.49,,,,
momentum_roc,"{'n': 35, 'thresh': 3.0}",10,,,,,-1197.6,30.0,10.0,0.28,,,,
breakout,{'lookback': 40},1,-11569.47,1.5,134.0,0.03,-5028.17,3.6,55.0,0.02,,,,
breakout,{'lookback': 40},2,-10759.07,1.7,120.0,0.01,-4872.2,12.5,48.0,0.13,,,,
breakout,{'lookback': 40},3,-8092.34,6.9,102.0,0.07,-3641.27,21.4,42.0,0.22,,,,
breakout,{'lookback': 40},5,-8059.54,6.9,87.0,0.04,-2922.86,29.4,34.0,0.24,,,,
breakout,{'lookback': 40},7,-6535.19,7.9,76.0,0.11,-2202.88,31.0,29.0,0.28,,,,
breakout,{'lookback': 40},10,-4800.4,14.5,62.0,0.18,-2937.9,26.9,26.0,0.34,,,,
donchian,{'lookback': 40},1,-5487.82,2.9,70.0,0.06,-3967.41,5.4,37.0,0.03,,,,
donchian,{'lookback': 40},2,-5526.12,3.1,64.0,0.02,-3885.68,18.2,33.0,0.16,,,,
donchian,{'lookback': 40},3,-3889.23,10.7,56.0,0.12,-3057.83,20.0,30.0,0.22,,,,
donchian,{'lookback': 40},5,-3693.49,10.4,48.0,0.09,-2972.35,25.9,27.0,0.22,,,,
donchian,{'lookback': 40},7,-2944.33,13.3,45.0,0.24,-1431.4,36.4,22.0,0.44,,,,
donchian,{'lookback': 40},10,-2522.81,17.1,41.0,0.28,-2057.08,30.0,20.0,0.35,,,,
momentum_roc,"{'n': 40, 'thresh': 1.0}",1,-10499.39,3.9,129.0,0.03,-10762.22,11.1,117.0,0.08,,,,
momentum_roc,"{'n': 40, 'thresh': 1.0}",2,-7956.33,4.9,103.0,0.04,-9015.0,21.5,93.0,0.12,,,,
momentum_roc,"{'n': 40, 'thresh': 1.0}",3,-6498.95,5.7,87.0,0.1,-7211.58,24.3,74.0,0.18,,,,
momentum_roc,"{'n': 40, 'thresh': 1.0}",5,-5505.68,5.8,69.0,0.12,-5374.16,29.3,58.0,0.26,,,,
momentum_roc,"{'n': 40, 'thresh': 1.0}",7,-4791.63,10.3,58.0,0.08,-6298.3,30.4,46.0,0.15,,,,
momentum_roc,"{'n': 40, 'thresh': 1.0}",10,-4082.37,12.2,49.0,0.13,-5595.85,32.4,37.0,0.19,,,,
momentum_roc,"{'n': 40, 'thresh': 1.5}",1,-4145.0,4.4,45.0,0.02,-7427.57,13.4,82.0,0.1,,,,
momentum_roc,"{'n': 40, 'thresh': 1.5}",2,-3159.14,5.4,37.0,0.03,-6068.82,23.4,64.0,0.16,,,,
momentum_roc,"{'n': 40, 'thresh': 1.5}",3,-2244.64,10.0,30.0,0.16,-4960.93,29.6,54.0,0.22,,,,
momentum_roc,"{'n': 40, 'thresh': 1.5}",5,-2113.57,12.5,24.0,0.08,-4228.82,25.0,40.0,0.21,,,,
momentum_roc,"{'n': 40, 'thresh': 1.5}",7,-1876.63,9.5,21.0,0.19,-6144.66,25.0,36.0,0.07,,,,
momentum_roc,"{'n': 40, 'thresh': 1.5}",10,-1871.35,11.1,18.0,0.18,-3360.6,25.0,28.0,0.23,,,,
momentum_roc,"{'n': 40, 'thresh': 2.0}",1,-1744.9,0.0,19.0,0.0,-5864.59,9.7,62.0,0.07,,,,
momentum_roc,"{'n': 40, 'thresh': 2.0}",2,-1269.66,7.1,14.0,0.02,-4913.17,18.4,49.0,0.13,,,,
momentum_roc,"{'n': 40, 'thresh': 2.0}",3,-1366.52,7.7,13.0,0.01,-4629.22,23.8,42.0,0.15,,,,
momentum_roc,"{'n': 40, 'thresh': 2.0}",5,,,,,-3503.55,22.6,31.0,0.24,,,,
momentum_roc,"{'n': 40, 'thresh': 2.0}",7,,,,,-3757.83,30.8,26.0,0.11,,,,
momentum_roc,"{'n': 40, 'thresh': 2.0}",10,,,,,-3013.57,23.8,21.0,0.13,,,,
momentum_roc,"{'n': 40, 'thresh': 2.5}",1,,,,,-4419.73,7.5,40.0,0.05,,,,
momentum_roc,"{'n': 40, 'thresh': 2.5}",2,,,,,-3349.18,18.2,33.0,0.09,,,,
momentum_roc,"{'n': 40, 'thresh': 2.5}",3,,,,,-2799.23,24.1,29.0,0.25,,,,
momentum_roc,"{'n': 40, 'thresh': 2.5}",5,,,,,-2819.5,22.7,22.0,0.18,,,,
momentum_roc,"{'n': 40, 'thresh': 2.5}",7,,,,,-1802.25,36.8,19.0,0.29,,,,
momentum_roc,"{'n': 40, 'thresh': 2.5}",10,,,,,-1399.68,33.3,15.0,0.2,,,,
momentum_roc,"{'n': 40, 'thresh': 3.0}",1,,,,,-2339.55,12.0,25.0,0.08,,,,
momentum_roc,"{'n': 40, 'thresh': 3.0}",2,,,,,-2174.68,19.0,21.0,0.09,,,,
momentum_roc,"{'n': 40, 'thresh': 3.0}",3,,,,,-1293.29,35.3,17.0,0.31,,,,
momentum_roc,"{'n': 40, 'thresh': 3.0}",5,,,,,-1460.67,21.4,14.0,0.24,,,,
momentum_roc,"{'n': 40, 'thresh': 3.0}",7,,,,,-1360.59,25.0,12.0,0.24,,,,
